Mãvậttư,Tên Vật Tư,Model,Đơn vị KD,Ngành hàng,Nhóm hàng,Tồn đầu (inventory)
SPH0421000600,Mạch chính KG56S+KG56B,SPH0421000600,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4934
SPH0421000600,Mạch chính KG56S+KG56B,SPH0421000600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4935
SPH0421000600,Mạch chính KG56S+KG56B,SPH0421000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4936
SPH0421001200,"Âu chứa nước ( khay hứng ) KG56S, KG57S",SPH0421001200,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4937
SPH0421001200,"Âu chứa nước ( khay hứng ) KG56S, KG57S",SPH0421001200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4938
SPH0421001300,"Phễu phun sương KG56S, KG57S",SPH0421001300,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4939
SPH0421001300,"Phễu phun sương KG56S, KG57S",SPH0421001300,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4940
SPH0421001500,Lọ dung dịch diệt muỗi,SPH0421001500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4941
SPH0421001600,Cánh quạt ( màu đen) KG56B,SPH0421001600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4942
SPH0421001600,Cánh quạt ( màu đen) KG56B,SPH0421001600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4943
SPH0421001700,Tụ quạt 2.2µ,SPH0421001700,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4944
SPH0421001700,Tụ quạt 2.2µ,SPH0421001700,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4945
SPH0421002000,"Thân sau KG56B, KG207, KG209",SPH0421002000,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4946
SPH0421002000,"Thân sau KG56B, KG207, KG209",SPH0421002000,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4947
SPH0421002100,Thân trước KG56B,SPH0421002100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4948
SPH0421002100,Thân trước KG56B,SPH0421002100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4949
SPH0421002200,Thân sau KG56S,SPH0421002200,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4950
SPH0421002200,Thân sau KG56S,SPH0421002200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4951
SPH0421002300,Thân trước KG56S,SPH0421002300,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4952
SPH0421002300,Thân trước KG56S,SPH0421002300,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4953
SPH0421002900,Ốp nhựa đế quạt KG57S,SPH0421002900,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4954
SPH0422000200,Mô tơ KG709,SPH0422000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4955
SPH0422000500,Cánh quạt KG709,SPH0422000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4956
SPH0423000100,Cánh quạt KG808,SPH0423000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4957
SPH0423000200,Mô tơ KG808,SPH0423000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4958
SPH0423000400,Điều khiển KG808,SPH0423000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4959
SPH0423000500,Mạch chính KG808,SPH0423000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4960
SPH0423000900,Ốc hãm cánh KG808,SPH0423000900,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4961
SPH0423001000,Serial number quạt KG808,SPH0423001000,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4962
SPH0424000100,Mạch chính & mạch hiển thị KG50S,SPH0424000100,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4963
SPH0424000100,Mạch chính & mạch hiển thị KG50S,SPH0424000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4964
SPH0424000100,Mạch chính & mạch hiển thị KG50S,SPH0424000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4965
SPH0425000100,Mô tơ quạt đứng KG712+KG713+KG714+KG719,SPH0425000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4966
SPH0425000100,Mô tơ quạt đứng KG712+KG713+KG714+KG719,SPH0425000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4967
SPH0425001000,Cánh quạt KG712 + KG713 + KG714,SPH0425001000,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4968
SPH0425001000,Cánh quạt KG712 + KG713 + KG714,SPH0425001000,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4969
SPH0445000100,Mạch còi ( mạch phun sương) KG58S,SPH0445000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4970
SPH0445000100,Mạch còi ( mạch phun sương) KG58S,SPH0445000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4971
SPH0445000200,Bầu chứa nước KG58S,SPH0445000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4972
SPH0445000400,Khay chứa nước KG58S,SPH0445000400,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4973
SPH0445000500,Biến áp 36V KG58S,SPH0445000500,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4974
SPH0445000600,Ruột đế KG58S,SPH0445000600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4975
SPH0445000600,Ruột đế KG58S,SPH0445000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4976
SPH0445000700,Mạch chính KG58S,SPH0445000700,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4977
SPH0445000700,Mạch chính KG58S,SPH0445000700,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4978
SPH0445000700,Mạch chính KG58S,SPH0445000700,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4979
SPH0445001200,Thân sau KG58S,SPH0445001200,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4980
SPH0446000100,Mô tơ KG710,SPH0446000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4981
SPH0449000100,Mạch chính KG207,SPH0449000100,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4982
SPH0449000100,Mạch chính KG207,SPH0449000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4983
SPH0449000100,Mạch chính KG207,SPH0449000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4984
SPH0449000300,Thân trước KG207,SPH0449000300,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4985
SPH0450000100,Mạch chính KG208,SPH0450000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4986
SPH0450000100,Mạch chính KG208,SPH0450000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4987
SPH0451000100,Mạch chính KG209,SPH0451000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4988
SPH0451000100,Mạch chính KG209,SPH0451000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4989
SPH0601000200,Thanh tay cầm (cán chổi) KG90+91,SPH0601000200,HCM,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,4990
SPH0601000200,Thanh tay cầm (cán chổi) KG90+91,SPH0601000200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,4991
SPH0601000300,Vòng bi KG90+91,SPH0601000300,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,4992
SPH0601000800,Bàn chổi xoay 180º KG90 + KG91,SPH0601000800,HCM,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,4993
SPH0601000800,Bàn chổi xoay 180º KG90 + KG91,SPH0601000800,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,4994
SPH0601000900,Rổ vắt KG90 ( Liền trục ),SPH0601000900,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,4995
SPH0602000200,Thanh tay cầm (cán chổi) có khóa KG92(mầu vàng),SPH0602000200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,4996
SPH0602001200,Thanh tay cầm (cán chổi) có khóa KG93 (mầu ghi),SPH0602001200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,4997
SPH0602003900,Thanh tay cầm trên KG92,SPH0602003900,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,4998
SPH0602004000,Thanh tay cầm dưới KG92,SPH0602004000,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,4999
SPH0603000800,Bàn xoay KG99G,SPH0603000800,DAN,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5000
SPH0603000800,Bàn xoay KG99G,SPH0603000800,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5001
SPH0603001100,Cán chổi KG99R,SPH0603001100,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5002
SPH0603001500,Bàn xoay KG99R,SPH0603001500,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5003
SPH0603001600,Bông lau KG99G + KG99R,SPH0603001600,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5004
SPH0604000200,Cán chổi KG94B,SPH0604000200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5005
SPH0604000300,Bông lau KG94N,SPH0604000300,HCM,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5006
SPH0604000300,Bông lau KG94N,SPH0604000300,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5007
SPH0604001100,Bàn xoay KG94P,SPH0604001100,DAN,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5008
SPH0604001100,Bàn xoay KG94P,SPH0604001100,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5009
SPH0605000100,Cán chổi KG99G,SPH0605000100,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5010
SPH0605000200,Khớp nối KG99G,SPH0605000200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5011
SPH0606000100,Cán chổi KG97 + KG98 + KG99,SPH0606000100,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5012
SPH0607000100,Cán chổi KG93N,SPH0607000100,DAN,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5013
SPH0607000100,Cán chổi KG93N,SPH0607000100,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5014
SPH0607000900,Bông lau KG93N,SPH0607000900,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5015
SPH0607001000,Khớp nối bàn xoay KG93N,SPH0607001000,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5016
SPH0608002000,Cán chổi KG98C,SPH0608002000,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5017
SPH0614000200,Cán chổi KG94N,SPH0614000200,DAN,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5018
SPH0614000200,Cán chổi KG94N,SPH0614000200,HCM,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5019
SPH0614000200,Cán chổi KG94N,SPH0614000200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5020
SPH0614000300,Bàn xoay KG94N,SPH0614000300,DAN,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5021
SPH0614000300,Bàn xoay KG94N,SPH0614000300,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện chổi,5022
SPH0701000200,Bình chứa nước KG75,SPH0701000200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5023
SPH0701000400,Cầu chì 216ºC KG75,SPH0701000400,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5024
SPH0701000700,Đầu bàn là KG75,SPH0701000700,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5025
SPH0701001400,Nồi hơi áp suất KG75,SPH0701001400,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5026
SPH0701002000,Tụ KG75,SPH0701002000,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5027
SPH0701002200,Vỏ mặt trên máy KG75,SPH0701002200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5028
SPH0701002300,Ống nước thải KG75,SPH0701002300,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5029
SPH0701002400,Núm xả KG75,SPH0701002400,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5030
SPH0701002700,Giá treo bàn là KG75+78,SPH0701002700,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5031
SPH0701003000,Van một chiều bình chưa nước KG75,SPH0701003000,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5032
SPH0701003400,Đầu nối ống tay là KG755,SPH0701003400,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5033
SPH0702000300,Bình chứa nước KG76,SPH0702000300,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5034
SPH0702000400,Bơm áp suất KG76,SPH0702000400,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5035
SPH0702000600,"Công tắc tay là KG76, KG78",SPH0702000600,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5036
SPH0702000700,Đầu bàn là KG76,SPH0702000700,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5037
SPH0702000800,Đầu cắm ống dẫn hơi vào bàn là KG76,SPH0702000800,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5038
SPH0702001900,Nồi hơi KG76 + KG76N,SPH0702001900,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5039
SPH0702002300,Rơ le nhiệt 175ºC KG76,SPH0702002300,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5040
SPH0702002600,Thanh nâng KG76,SPH0702002600,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5041
SPH0702002700,Rơ le 145ºC KG76 + KG76N,SPH0702002700,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5042
SPH0703000500,Bình chứa nước KG78,SPH0703000500,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5043
SPH0703000600,Bơm áp suất KG78 + KG78N,SPH0703000600,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5044
SPH0703000800,"Công tắc nguồn KG76, KG78",SPH0703000800,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5045
SPH0703000900,Cụm giữ thanh nâng KG78,SPH0703000900,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5046
SPH0703002400,Núm vặn chiết áp KG78,SPH0703002400,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5047
SPH0703002500,Núm xả KG78,SPH0703002500,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5048
SPH0703002900,Rơ le áp suất nồi hơi KG78 + KG78N,SPH0703002900,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5049
SPH0703003000,Rơ le nhiệt 155ºC KG78 + KG78N,SPH0703003000,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5050
SPH0703003100,Rơ le nhiệt 160ºC KG78,SPH0703003100,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5051
SPH0703003500,Van điện từ KG78 + KG78N,SPH0703003500,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5052
SPH0703003700,Đầu bàn là nhỏ KG78,SPH0703003700,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5053
SPH0703003800,Nồi hơi KG78,SPH0703003800,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5054
SPH0703004100,"Van một chiều 2 ngả KG78, KG78N",SPH0703004100,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5055
SPH0703004200,"Van một chiều 3 ngả KG78, KG78N",SPH0703004200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5056
SPH0704000600,Thanh nâng KG78 + KG75,SPH0704000600,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5057
SPH0718000200,Nồi hơi KG75B02,SPH0718000200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5058
SPH0718000300,Đầu bàn là KG75B02,SPH0718000300,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5059
SPH0718000400,Bình nước KG75B02,SPH0718000400,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5060
SPH0718000700,Núm xả cặn nồi hơi KG75B02,SPH0718000700,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5061
SPH0719000300,"Nồi hơi KG75B01, KG75B03",SPH0719000300,DAN,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5062
SPH0719000300,"Nồi hơi KG75B01, KG75B03",SPH0719000300,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5063
SPH0719000600,"Mạch hiển thị KG75B01, KG75B03",SPH0719000600,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5064
SPH0719001000,"Mạch chính KG75B01, KG75B03",SPH0719001000,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5065
SPH0719001100,"Pin bàn là KG75B01, KG75B03",SPH0719001100,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5066
SPH0719001200,"Điều khiển bàn là KG75B01, KG75B03",SPH0719001200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5067
SPH0719001500,Rơ le nhiệt 155ºC KG75B01,SPH0719001500,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện bàn là hơi nước Dạng cây,5068
SPH0801000100,Mạch chính KG80,SPH0801000100,HCM,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5069
SPH0801000100,Mạch chính KG80,SPH0801000100,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5070
SPH0801000200,Mạch hiển thị KG80,SPH0801000200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5071
SPH0801000500,Cốc KG80 ( có nắp ),SPH0801000500,HCM,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5072
SPH0801000500,Cốc KG80 ( có nắp ),SPH0801000500,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5073
SPH0801000600,Dây trở KG80,SPH0801000600,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5074
SPH0802000100,Mạch chính KG81,SPH0802000100,HCM,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5075
SPH0802000100,Mạch chính KG81,SPH0802000100,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5076
SPH0802000500,Cốc KG81( có nắp ),SPH0802000500,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5077
SPH0802000600,Dây trở KG81+82,SPH0802000600,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5078
SPH0802001200,Mạch hiển thị KG81,SPH0802001200,HCM,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5079
SPH0802001200,Mạch hiển thị KG81,SPH0802001200,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5080
SPH0803000100,Mạch KG82,SPH0803000100,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5081
SPH0803000400,Cốc KG82 (có nắp),SPH0803000400,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5082
SPH0803000700,Đèn hiển thị KG82,SPH0803000700,VU1,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5083
SPH0804000400,Cầu chì ML sữa chua KG80+KG81+KG82,SPH0804000400,HCM,Ngành hàng thiết bị nhà bếp,Nhóm linh kiện máy làm sữa chua,5084
SPH0901000300,Bơm KG261+KG262,SPH0901000300,HCM,Ngành hàng gia dụng,Nhóm linh kiện rau mầm,5085
