Mãvậttư,Tên Vật Tư,Model,Đơn vị KD,Ngành hàng,Nhóm hàng,Tồn đầu (inventory)
SPH0105004100,Bầu đun KG41W,SPH0105004100,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3919
SPH0105004100,Bầu đun KG41W,SPH0105004100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3920
SPH0105004200,Đầu chia nước KG41W,SPH0105004200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3921
SPH0105004400,Gioăng cánh cửa KG41W,SPH0105004400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3922
SPH0106000200,Mạch điều khiển KG32,SPH0106000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3923
SPH0106000400,Vòi KGT33 + KG32,SPH0106000400,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3924
SPH0106000400,Vòi KGT33 + KG32,SPH0106000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3925
SPH0106000500,Bầu đun nóng KG32,SPH0106000500,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3926
SPH0106000600,Nắp mặt trên KG32,SPH0106000600,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3927
SPH0107000200,Vòi  KG37 + KG38,SPH0107000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3928
SPH0107000500,Nắp cọc ty KG37+38,SPH0107000500,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3929
SPH0109000100,Rơ le 95ºC Cây nước liên doanh,SPH0109000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3930
SPH0109000100,Rơ le 95ºC Cây nước liên doanh,SPH0109000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3931
SPH0109000200,Rơ le 85ºC Cây nước liên doanh,SPH0109000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3932
SPH0109000200,Rơ le 85ºC Cây nước liên doanh,SPH0109000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3933
SPH0109000300,Vòi nóng lạnh liên doanh ( SA+SB+04-4A ),SPH0109000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3934
SPH0109000400,Bộ Rơ le Techmich (Block) Cây nước  liên doanh,SPH0109000400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3935
SPH0109000400,Bộ Rơ le Techmich (Block) Cây nước  liên doanh,SPH0109000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3936
SPH0109000500,Số lạnh ( Thermostat ) liên doanh,SPH0109000500,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3937
SPH0109000500,Số lạnh ( Thermostat ) liên doanh,SPH0109000500,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3938
SPH0109000500,Số lạnh ( Thermostat ) liên doanh,SPH0109000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3939
SPH0109000600,Núm xả liên doanh,SPH0109000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3940
SPH0109000700,Block cây nước liên doanh không có khoang lạnh,SPH0109000700,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3941
SPH0109000700,Block cây nước liên doanh không có khoang lạnh,SPH0109000700,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3942
SPH0109000700,Block cây nước liên doanh không có khoang lạnh,SPH0109000700,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3943
SPH0109000800,Bầu đun nóng cây nước liên doanh,SPH0109000800,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3944
SPH0109001100,"Rơ le 88ºC Cây nước liên doanh (dùng chung KG09A3, KG10A3)",SPH0109001100,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3945
SPH0109001100,"Rơ le 88ºC Cây nước liên doanh (dùng chung KG09A3, KG10A3)",SPH0109001100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3946
SPH0110000100,Đai bình úp,SPH0110000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3947
SPH0110000400,Nắp bình úp,SPH0110000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3948
SPH0110000500,Phao bình úp,SPH0110000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3949
SPH0110000600,Thân trên bình úp,SPH0110000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3950
SPH0110000700,Thân dưới bình úp,SPH0110000700,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3951
SPH0110001300,Khay nước 34C+34F+39B+31+33TN,SPH0110001300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3952
SPH0110001400,Nắp cọc ty 34C+34F+39B+31+33TN+36R,SPH0110001400,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3953
SPH0110001400,Nắp cọc ty 34C+34F+39B+31+33TN+36R,SPH0110001400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3954
SPH0110001400,Nắp cọc ty 34C+34F+39B+31+33TN+36R,SPH0110001400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3955
SPH0110001500,Nắp cọc ty 35N,SPH0110001500,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3956
SPH0110001600,Vòi nóng lạnh 34C+34F+31,SPH0110001600,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3957
SPH0110001600,Vòi nóng lạnh 34C+34F+31,SPH0110001600,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3958
SPH0110001600,Vòi nóng lạnh 34C+34F+31,SPH0110001600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3959
SPH0110001700,Vòi nóng lạnh KG39B,SPH0110001700,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3960
SPH0110001800,"Bầu đun 34C+34F+38N (dùng chung KG09A3, KG10A3)",SPH0110001800,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3961
SPH0110001800,"Bầu đun 34C+34F+38N (dùng chung KG09A3, KG10A3)",SPH0110001800,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3962
SPH0110002100,Khay nước KG36R+40N+38N+32N+37N+41W,SPH0110002100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3963
SPH0110002300,Vòi nóng lạnh KG38N,SPH0110002300,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3964
SPH0110002300,Vòi nóng lạnh KG38N,SPH0110002300,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3965
SPH0110002300,Vòi nóng lạnh KG38N,SPH0110002300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3966
SPH0110002500,Vòi nóng lạnh KG40N,SPH0110002500,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3967
SPH0110002500,Vòi nóng lạnh KG40N,SPH0110002500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3968
SPH0110003500,Vỏ thùng carton KG40N,SPH0110003500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3969
SPH0110004400,Thân trên KG40N,SPH0110004400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3970
SPH0110004400,Thân trên KG40N,SPH0110004400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3971
SPH0110004900,Nắp trên KG40N,SPH0110004900,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3972
SPH0110005100,Giàn nóng KG40N,SPH0110005100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3973
SPH0112000300,Bầu đun nóng KG31,SPH0112000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3974
SPH0112000400,Quạt gió KG32 (dùng chung KG10A3),SPH0112000400,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3975
SPH0112000400,Quạt gió KG32 (dùng chung KG10A3),SPH0112000400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3976
SPH0112000400,Quạt gió KG32 (dùng chung KG10A3),SPH0112000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3977
SPH0112000700,Nắp trên KG31,SPH0112000700,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3978
SPH0112001100,Khay nước KG31,SPH0112001100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3979
SPH0112001200,Mạch điện tử KG31 + KG3332 (dùng chung KG10A3),SPH0112001200,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3980
SPH0112001200,Mạch điện tử KG31 + KG3332 (dùng chung KG10A3),SPH0112001200,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3981
SPH0112001200,Mạch điện tử KG31 + KG3332 (dùng chung KG10A3),SPH0112001200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3982
SPH0113000100,Bầu lạnh KG38N,SPH0113000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3983
SPH0113001400,Giàn nóng KG38N,SPH0113001400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3984
SPH0113001400,Giàn nóng KG38N,SPH0113001400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3985
SPH0114000200,Mạch điện tử KG33TN,SPH0114000200,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3986
SPH0114000200,Mạch điện tử KG33TN,SPH0114000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3987
SPH0114000600,Nắp trên KG33TN,SPH0114000600,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3988
SPH0114000600,Nắp trên KG33TN,SPH0114000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3989
SPH0114000700,Vòi nóng lạnh KG33TN,SPH0114000700,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3990
SPH0114000700,Vòi nóng lạnh KG33TN,SPH0114000700,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3991
SPH0114002300,Quạt gió KG33TN (dùng chung  KG10A3),SPH0114002300,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3992
SPH0115000200,Bầu chứa nước KG32N,SPH0115000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3993
SPH0115000400,Nắp trên KG32N,SPH0115000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3994
SPH0115000700,Quạt gió KG32N (dùng chung KG10A3),SPH0115000700,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3995
SPH0115000700,Quạt gió KG32N (dùng chung KG10A3),SPH0115000700,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3996
SPH0115000900,Mạch chính KG32N,SPH0115000900,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3997
SPH0115001300,Mạch hiển thị KG32N,SPH0115001300,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3998
SPH0115001500,Vòi nóng lạnh KG32N,SPH0115001500,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,3999
SPH0115001500,Vòi nóng lạnh KG32N,SPH0115001500,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4000
SPH0115001500,Vòi nóng lạnh KG32N,SPH0115001500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4001
SPH0116001000,Khay hứng nước KG34F,SPH0116001000,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4002
SPH0116002400,Block cây nước liên doanh có khoang lạnh,SPH0116002400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4003
SPH0116002400,Block cây nước liên doanh có khoang lạnh,SPH0116002400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4004
SPH0116002600,Phin lọc KG34F,SPH0116002600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4005
SPH0119000300,Nắp trên KG34C,SPH0119000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4006
SPH0121000400,Vòi nóng lạnh KG35N,SPH0121000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4007
SPH0125001600,Bộ cút ống Silicon dẫn nước KG39B,SPH0125001600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4008
SPH0125001700,Mạch hiển thị KG39B,SPH0125001700,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4009
SPH0126000100,Vòi nóng lạnh KG3336,SPH0126000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4010
SPH0126000300,Nắp cọc ty KG3336,SPH0126000300,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4011
SPH0126000300,Nắp cọc ty KG3336,SPH0126000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4012
SPH0137000100,Vỏ thùng carton KG3331,SPH0137000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4013
SPH0137000200,Nắp trên KG3331,SPH0137000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4014
SPH0137000200,Nắp trên KG3331,SPH0137000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4015
SPH0137000800,Vòi nóng lạnh KG3331,SPH0137000800,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4016
SPH0143000200,"Cảm biến nóng, lạnh KG39H",SPH0143000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4017
SPH0143001000,"Bầu đun KG39H, KG61A3",SPH0143001000,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4018
SPH0143001000,"Bầu đun KG39H, KG61A3",SPH0143001000,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4019
SPH0143001100,Phao điện từ KG39H,SPH0143001100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4020
SPH0144000100,"Vòi nóng lạnh KG31A3, KG36A3, KG35A3, KG37A3, KG47A3",SPH0144000100,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4021
SPH0144000100,"Vòi nóng lạnh KG31A3, KG36A3, KG35A3, KG37A3, KG47A3",SPH0144000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4022
SPH0144000100,"Vòi nóng lạnh KG31A3, KG36A3, KG35A3, KG37A3, KG47A3",SPH0144000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4023
SPH0144000310,Bầu đun KG35A3,SPH0144000310,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4024
SPH0144000400,Vòi nóng lạnh KG34A3,SPH0144000400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4025
SPH0144000500,Vòi nóng lạnh KG39A3,SPH0144000500,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4026
SPH0144000500,Vòi nóng lạnh KG39A3,SPH0144000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4027
SPH0144000600,Bơm nước KG39H,SPH0144000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4028
SPH0144000700,Mạch chính KG39H,SPH0144000700,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4029
SPH0148000100,"Mạch chính KG47A3, KG39A3",SPH0148000100,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4030
SPH0148000100,"Mạch chính KG47A3, KG39A3",SPH0148000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4031
SPH0148000200,"Mạch hiển thị KG47A3, KG39A3",SPH0148000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4032
SPH0148000300,"Sen sơ nóng KG47A3, KG39A3",SPH0148000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4033
SPH0148000400,"Sen sơ lạnh KG47A3, KG39A3",SPH0148000400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4034
SPH0148000400,"Sen sơ lạnh KG47A3, KG39A3",SPH0148000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4035
SPH0148000500,"Bơm nước KG47A3, KG39A3",SPH0148000500,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4036
SPH0148000500,"Bơm nước KG47A3, KG39A3",SPH0148000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4037
SPH0148000600,"Bầu đun KG47A3, KG39A3",SPH0148000600,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4038
SPH0148000600,"Bầu đun KG47A3, KG39A3",SPH0148000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4039
SPH0148000700,"Phao từ KG47A3, KG39A3",SPH0148000700,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4040
SPH0148000700,"Phao từ KG47A3, KG39A3",SPH0148000700,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4041
SPH0158000100,Vòi nóng lạnh KG61A3,SPH0158000100,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4042
SPH0158000100,Vòi nóng lạnh KG61A3,SPH0158000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4043
SPH0158000100,Vòi nóng lạnh KG61A3,SPH0158000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4044
SPH0158000800,Van điện từ KG61A3,SPH0158000800,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4045
SPH0158001100,Bộ nối cấp nước đầu nguồn KG61A3,SPH0158001100,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4046
SPH0158001100,Bộ nối cấp nước đầu nguồn KG61A3,SPH0158001100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4047
SPH0158001200,Bơm RO KG61A3,SPH0158001200,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4048
SPH0158001200,Bơm RO KG61A3,SPH0158001200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4049
SPH0158001300,Van giảm áp lực KG61A3,SPH0158001300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4050
SPH0158001400,Phao điện KG61A3,SPH0158001400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4051
SPH0158001500,"Lõi số 1, số 3 PP KG61A3",SPH0158001500,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4052
SPH0158001500,"Lõi số 1, số 3 PP KG61A3",SPH0158001500,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4053
SPH0158001500,"Lõi số 1, số 3 PP KG61A3",SPH0158001500,IND,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4054
SPH0158001500,"Lõi số 1, số 3 PP KG61A3",SPH0158001500,MYA,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4055
SPH0158001500,"Lõi số 1, số 3 PP KG61A3",SPH0158001500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4056
SPH0158001600,Lõi số 2 CTO KG61A3,SPH0158001600,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4057
SPH0158001600,Lõi số 2 CTO KG61A3,SPH0158001600,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4058
SPH0158001600,Lõi số 2 CTO KG61A3,SPH0158001600,IND,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4059
SPH0158001600,Lõi số 2 CTO KG61A3,SPH0158001600,MYA,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4060
SPH0158001600,Lõi số 2 CTO KG61A3,SPH0158001600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4061
SPH0158001700,Lõi số 4 màng RO KG61A3,SPH0158001700,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4062
SPH0158001700,Lõi số 4 màng RO KG61A3,SPH0158001700,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4063
SPH0158001700,Lõi số 4 màng RO KG61A3,SPH0158001700,IND,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4064
SPH0158001700,Lõi số 4 màng RO KG61A3,SPH0158001700,MYA,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4065
SPH0158001700,Lõi số 4 màng RO KG61A3,SPH0158001700,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4066
SPH0158001900,Khay nước KG61A3,SPH0158001900,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4067
SPH0158002000,Lõi số 5 POST CARBON KG61A3,SPH0158002000,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4068
SPH0158002000,Lõi số 5 POST CARBON KG61A3,SPH0158002000,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4069
SPH0158002000,Lõi số 5 POST CARBON KG61A3,SPH0158002000,IND,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4070
SPH0158002000,Lõi số 5 POST CARBON KG61A3,SPH0158002000,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Liên doanh,4071
SPH0201000200,Đai nhiệt cây nước Hàn Quốc  KG(43+44+46+47+48+49+50SD),SPH0201000200,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4072
SPH0201000200,Đai nhiệt cây nước Hàn Quốc  KG(43+44+46+47+48+49+50SD),SPH0201000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4073
SPH0201000200,Đai nhiệt cây nước Hàn Quốc  KG(43+44+46+47+48+49+50SD),SPH0201000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4074
SPH0201000300,Bầu đun nóng KG43+44+46+47+48,SPH0201000300,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4075
SPH0201000300,Bầu đun nóng KG43+44+46+47+48,SPH0201000300,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4076
SPH0201000300,Bầu đun nóng KG43+44+46+47+48,SPH0201000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4077
SPH0201000400,Nắp cọc ty KG43+44+46,SPH0201000400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4078
SPH0201000400,Nắp cọc ty KG43+44+46,SPH0201000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4079
SPH0201000500,Vòi nóng Hàn Quốc ( KG43 đến KG47),SPH0201000500,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4080
SPH0201000500,Vòi nóng Hàn Quốc ( KG43 đến KG47),SPH0201000500,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4081
SPH0201000500,Vòi nóng Hàn Quốc ( KG43 đến KG47),SPH0201000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4082
SPH0201001300,Block cây nước hàn quốc,SPH0201001300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4083
SPH0201001600,Số lạnh từ KG43 đến KG49,SPH0201001600,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4084
SPH0201001900,Vòi lạnh Hàn Quốc ( KG43 đến KG47 ),SPH0201001900,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4085
SPH0201001900,Vòi lạnh Hàn Quốc ( KG43 đến KG47 ),SPH0201001900,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4086
SPH0201001900,Vòi lạnh Hàn Quốc ( KG43 đến KG47 ),SPH0201001900,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4087
SPH0203000200,Khay nước mầu đen KG46,SPH0203000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4088
SPH0204000400,Lõi lọc số 1- KG47+48,SPH0204000400,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4089
SPH0204000400,Lõi lọc số 1- KG47+48,SPH0204000400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4090
SPH0204000400,Lõi lọc số 1- KG47+48,SPH0204000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4091
SPH0204000500,Lõi lọc số 2- KG47+48,SPH0204000500,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4092
SPH0204000500,Lõi lọc số 2- KG47+48,SPH0204000500,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4093
SPH0204000500,Lõi lọc số 2- KG47+48,SPH0204000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4094
SPH0204000600,Lõi lọc số 3- KG47+48,SPH0204000600,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4095
SPH0204000600,Lõi lọc số 3- KG47+48,SPH0204000600,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4096
SPH0204000600,Lõi lọc số 3- KG47+48,SPH0204000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4097
SPH0204000700,Lõi lọc số 4- KG47+48,SPH0204000700,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4098
SPH0204000700,Lõi lọc số 4- KG47+48,SPH0204000700,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4099
SPH0204000700,Lõi lọc số 4- KG47+48,SPH0204000700,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4100
SPH0204001000,Phao cơ KG47+ 48 + 50SD,SPH0204001000,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Hàn quốc,4101
